icao24,callsign,altitude,velocity,heading,latitude,longitude,altitude_rate,heading_change,acceleration,abnormal,s3raphim_anomaly_flag,timestamp
0838df,AF715,19.0,2.0,45.0,11.9338,9.1468,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348714Z
b8fdf0,BA733,13.0,21.0,312.0,9.3408,13.0256,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348720Z
9bdc60,QR585,34.0,3.0,231.0,13.2695,14.0694,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348725Z
d45a24,QR316,33370.0,304.0,169.0,6.5678,9.1783,-530.0,0.0,0.0,1,0,2026-09-10T14:37:34.348732Z
38e1cf,AA911,47.0,7.0,224.0,10.4732,6.1595,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348738Z
60a52e,UA817,47.0,7.0,143.0,6.5957,7.3739,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348745Z
939b9b,DL162,27529.0,329.0,290.0,9.3302,9.7998,1260.0,0.0,0.0,1,0,2026-09-10T14:37:34.348752Z
cdb113,KL430,2.0,10.0,278.0,9.2985,4.0356,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348758Z
eee88f,BA200,32202.0,395.0,44.0,8.6519,3.6637,-1888.0,0.0,0.0,1,0,2026-09-10T14:37:34.348764Z
4ac8ca,KL294,36.0,14.0,233.0,8.3675,5.7965,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348770Z
be3b77,UA642,12868.0,268.0,63.0,8.9317,13.8198,1536.0,0.0,0.0,1,0,2026-09-10T14:37:34.348776Z
e3102e,EK297,17899.0,250.0,169.0,13.4192,6.9768,-844.0,0.0,0.0,1,0,2026-09-10T14:37:34.348782Z
991a29,KL386,3.0,15.0,83.0,5.1184,8.9057,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348789Z
79f50c,AF970,12805.0,404.0,48.0,7.6171,12.8831,548.0,0.0,0.0,1,0,2026-09-10T14:37:34.348795Z
19f002,DL789,37198.0,506.0,103.0,7.7947,13.7704,-758.0,0.0,0.0,1,0,2026-09-10T14:37:34.348801Z
c4a4b2,AF527,36688.0,399.0,117.0,8.5202,5.5176,1417.0,0.0,0.0,1,0,2026-09-10T14:37:34.348809Z
b7f165,DL606,25.0,25.0,223.0,11.866,10.534,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348815Z
0a2f67,SQ655,29610.0,499.0,220.0,10.9026,12.8755,601.0,0.0,0.0,1,0,2026-09-10T14:37:34.348821Z
b8c171,SQ737,40.0,13.0,347.0,12.4511,11.7828,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348827Z
45cb32,DL811,34.0,17.0,0.0,11.2667,7.6161,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348833Z
14f09d,DL620,22.0,17.0,272.0,12.35,14.2695,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348839Z
44a4ce,LH908,25035.0,305.0,210.0,10.1714,11.3033,-507.0,0.0,0.0,1,0,2026-09-10T14:37:34.348845Z
2a4bad,SQ338,12320.0,387.0,289.0,12.7453,7.746,984.0,0.0,0.0,1,0,2026-09-10T14:37:34.348851Z
0152e8,LH947,35.0,21.0,323.0,10.8659,12.9019,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348857Z
741009,KL382,4.0,14.0,353.0,12.5766,12.5815,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348865Z
3a6f4b,KL187,32.0,13.0,74.0,10.6868,12.6117,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348872Z
aad949,BA884,29691.0,487.0,301.0,9.8997,8.0095,-623.0,0.0,0.0,1,0,2026-09-10T14:37:34.348879Z
f3ae13,SQ371,45.0,6.0,134.0,10.1299,13.3285,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348885Z
92b299,UA454,33485.0,262.0,348.0,9.0314,10.8058,544.0,0.0,0.0,1,0,2026-09-10T14:37:34.348891Z
ddfdeb,AF254,44.0,26.0,218.0,7.0052,6.0561,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348897Z
eabd92,EK667,39456.0,417.0,331.0,10.1634,5.5768,-648.0,0.0,0.0,1,0,2026-09-10T14:37:34.348903Z
303ff9,EK365,43.0,12.0,268.0,6.3454,3.0762,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348910Z
64af0a,BA918,37574.0,384.0,141.0,7.3041,13.4828,19.0,0.0,0.0,0,0,2026-09-10T14:37:34.348916Z
fdaae5,UA539,28084.0,257.0,158.0,10.5627,8.647,219.0,0.0,0.0,1,0,2026-09-10T14:37:34.348923Z
e59287,LH575,10966.0,448.0,343.0,8.4869,10.2394,-1049.0,0.0,0.0,1,0,2026-09-10T14:37:34.348929Z
cca1c2,UA631,1.0,18.0,272.0,9.2732,4.7071,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348937Z
2db684,UA318,11.0,17.0,59.0,13.2248,12.2313,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348943Z
f61488,UA328,20899.0,396.0,341.0,7.786,9.1147,-510.0,0.0,0.0,1,0,2026-09-10T14:37:34.348949Z
181f84,KL355,19318.0,289.0,80.0,8.3868,12.4855,1625.0,0.0,0.0,1,0,2026-09-10T14:37:34.348956Z
685496,QR803,32.0,21.0,203.0,11.0982,3.6534,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348963Z
34e94c,DL352,35361.0,438.0,178.0,10.7009,12.9755,-172.0,0.0,0.0,1,0,2026-09-10T14:37:34.348970Z
a9d54c,KL837,12.0,8.0,44.0,6.8483,5.1275,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348976Z
789bc7,EK286,36.0,19.0,275.0,4.7799,2.8868,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348981Z
5cccc8,DL241,14.0,16.0,173.0,9.3811,10.4561,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.348994Z
e1fc24,LH902,3.0,3.0,155.0,8.7632,8.0137,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349010Z
b12b69,DL728,30664.0,359.0,58.0,5.4854,5.6784,616.0,0.0,0.0,1,0,2026-09-10T14:37:34.349023Z
21de71,AF261,31.0,26.0,229.0,8.3627,13.833,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349032Z
750240,AA720,10383.0,251.0,209.0,12.008,4.8545,684.0,0.0,0.0,1,0,2026-09-10T14:37:34.349038Z
f86791,BA758,28.0,28.0,177.0,5.8887,10.9906,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349044Z
562207,EK980,8.0,7.0,239.0,9.032,8.8429,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349050Z
416ece,UA833,29.0,12.0,235.0,5.8654,3.6669,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349056Z
4bd09a,AF964,36.0,0.0,276.0,10.3597,12.9567,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349062Z
797cf1,AF857,50.0,3.0,102.0,4.9826,5.9046,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349068Z
33602b,SQ762,65000.0,361.0,209.0,4.5383,3.6656,-1209.0,0.0,0.0,1,1,2026-09-10T14:37:34.349074Z
8f1e29,KL306,10.0,27.0,234.0,9.6866,10.072,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349081Z
229717,SQ528,6972.0,352.0,100.0,5.039,8.1344,-1694.0,0.0,0.0,1,0,2026-09-10T14:37:34.349089Z
eb2ac5,AF178,15853.0,494.0,126.0,11.512,8.7481,1419.0,0.0,0.0,1,0,2026-09-10T14:37:34.349095Z
f287c3,LH406,65000.0,19.0,42.0,13.039,11.0085,0.0,0.0,0.0,0,1,2026-09-10T14:37:34.349101Z
9d3ff4,QR453,39310.0,265.0,134.0,10.9919,10.8613,-159.0,0.0,0.0,1,0,2026-09-10T14:37:34.349109Z
11b60f,LH561,33.0,26.0,41.0,7.0517,10.4694,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349115Z
2eb2c1,UA196,44.0,15.0,3.0,7.9034,8.6173,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349121Z
459c2e,LH525,40.0,3.0,315.0,12.8625,7.1017,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349126Z
93fe96,AF206,4.0,25.0,329.0,5.2625,6.0045,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349132Z
1721f7,LH505,36881.0,372.0,71.0,6.9464,13.3036,-154.0,0.0,0.0,1,0,2026-09-10T14:37:34.349139Z
a7c26f,AF364,41.0,8.0,50.0,11.2406,9.2041,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349145Z
8001c9,LH269,8165.0,460.0,91.0,8.4786,12.8157,-46.0,0.0,0.0,0,0,2026-09-10T14:37:34.349154Z
8aa5cb,UA575,30110.0,360.0,261.0,4.9179,13.6456,1327.0,0.0,0.0,1,1,2026-09-10T14:37:34.349160Z
deb811,KL133,0.0,27.0,255.0,4.7552,6.6864,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349167Z
5afb37,EK135,11032.0,474.0,119.0,10.4598,14.2196,-322.0,0.0,0.0,1,0,2026-09-10T14:37:34.349175Z
255b73,DL115,18.0,18.0,125.0,12.6032,7.2072,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349181Z
6e2ee2,QR424,31327.0,298.0,268.0,6.0973,12.0818,-1985.0,0.0,0.0,1,0,2026-09-10T14:37:34.349187Z
cc9a90,AF763,46.0,28.0,298.0,12.3919,4.9718,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349193Z
94d90b,DL182,47.0,14.0,194.0,4.9068,13.0509,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349199Z
f07918,BA765,29.0,2.0,225.0,8.2539,3.5199,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349205Z
bacd56,AA136,21524.0,352.0,348.0,12.9624,13.9343,-1804.0,0.0,0.0,1,0,2026-09-10T14:37:34.349211Z
e4efa3,DL209,29.0,29.0,80.0,11.3933,3.3017,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349219Z
6e1d4c,SQ234,33.0,30.0,269.0,9.6769,11.7733,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349225Z
d6c64f,EK417,31.0,16.0,2.0,10.6346,6.9387,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349231Z
10a2ae,EK593,17761.0,377.0,69.0,5.0248,8.8287,1655.0,0.0,0.0,1,0,2026-09-10T14:37:34.349237Z
5f5643,BA444,24894.0,411.0,47.0,12.1588,8.1326,-1142.0,0.0,0.0,1,0,2026-09-10T14:37:34.349243Z
b6c6c8,EK369,49.0,24.0,178.0,5.4831,8.4912,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349250Z
37319c,KL301,23.0,26.0,160.0,11.65,4.5706,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349256Z
90a673,EK329,16952.0,273.0,158.0,13.2609,4.3197,1662.0,0.0,0.0,1,0,2026-09-10T14:37:34.349263Z
677551,SQ304,28.0,11.0,30.0,13.4771,7.3475,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349270Z
e1a778,KL929,31476.0,454.0,313.0,6.2502,5.5531,-1720.0,0.0,0.0,1,0,2026-09-10T14:37:34.349276Z
df3ad1,LH282,29.0,12.0,136.0,12.7272,13.96,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349284Z
8d68d6,SQ749,22365.0,497.0,318.0,9.1199,9.1962,1842.0,0.0,0.0,1,0,2026-09-10T14:37:34.349290Z
547ae8,AF655,7.0,6.0,32.0,7.7744,5.1164,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349296Z
89c54c,QR634,21738.0,330.0,254.0,7.5962,3.9007,-1907.0,0.0,0.0,1,0,2026-09-10T14:37:34.349304Z
617b30,QR322,20219.0,281.0,12.0,10.5268,6.5655,-273.0,0.0,0.0,1,0,2026-09-10T14:37:34.349311Z
4797c7,DL523,30.0,8.0,43.0,5.2059,7.6708,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349317Z
723dbc,EK337,33397.0,386.0,211.0,4.5379,12.0578,240.0,0.0,0.0,1,0,2026-09-10T14:37:34.349323Z
4a43db,UA158,36465.0,355.0,299.0,4.4412,6.7728,-558.0,0.0,0.0,1,0,2026-09-10T14:37:34.349329Z
1a379b,UA333,26251.0,482.0,198.0,10.2712,13.1724,-1959.0,0.0,0.0,1,1,2026-09-10T14:37:34.349336Z
42507b,EK611,34.0,20.0,177.0,4.5998,5.7462,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349344Z
c68220,EK676,39.0,21.0,79.0,7.883,7.2368,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349351Z
3706f3,KL774,33555.0,381.0,141.0,8.4977,3.1976,1326.0,0.0,0.0,1,0,2026-09-10T14:37:34.349358Z
49dfae,UA599,17391.0,379.0,346.0,7.5548,12.3596,810.0,0.0,0.0,1,0,2026-09-10T14:37:34.349364Z
c94186,DL914,2.0,17.0,270.0,9.2329,3.6224,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349370Z
861576,EK854,7953.0,446.0,254.0,7.8667,9.6673,399.0,0.0,0.0,1,0,2026-09-10T14:37:34.349376Z
7f2161,KL142,7786.0,349.0,251.0,5.0639,7.4446,-533.0,0.0,0.0,1,0,2026-09-10T14:37:34.349382Z
b0b925,EK697,0.0,12.0,268.0,4.6104,8.0096,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349388Z
7af9fe,UA555,26.0,27.0,309.0,4.3618,5.9967,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349396Z
f1b4f0,DL773,26850.0,298.0,46.0,8.1036,8.5779,-1785.0,0.0,0.0,1,0,2026-09-10T14:37:34.349402Z
66a9b8,KL775,19122.0,379.0,310.0,5.9833,8.6974,-1501.0,0.0,0.0,1,0,2026-09-10T14:37:34.349408Z
047fa1,QR158,22595.0,406.0,17.0,6.0471,6.8697,1048.0,0.0,0.0,1,0,2026-09-10T14:37:34.349416Z
b74f36,LH326,48.0,22.0,208.0,4.9301,10.6663,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349422Z
ce988d,UA629,29.0,12.0,160.0,9.3668,6.1614,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349428Z
6e4f6a,QR231,-500.0,18.0,166.0,11.525,2.7926,0.0,0.0,0.0,0,1,2026-09-10T14:37:34.349434Z
96b271,AF995,49.0,23.0,121.0,8.8964,12.3707,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349441Z
6b0875,BA906,2.0,30.0,154.0,6.3508,8.7205,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349447Z
fbe61d,SQ879,32.0,19.0,106.0,13.3817,9.7693,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349453Z
1aea46,AF183,31.0,8.0,183.0,9.6154,8.3286,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349458Z
5f307c,QR220,6.0,6.0,335.0,6.9868,11.0405,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349464Z
ec11ab,DL244,23.0,20.0,113.0,8.0755,8.0065,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349470Z
657685,UA126,31.0,7.0,21.0,11.8914,6.8633,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349477Z
014e6b,AF194,37.0,25.0,123.0,5.7836,4.3534,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349483Z
f02441,DL319,12106.0,385.0,92.0,10.2564,7.7449,1025.0,0.0,0.0,1,0,2026-09-10T14:37:34.349490Z
6fe05d,AA966,14516.0,267.0,196.0,13.4012,7.1456,-1209.0,0.0,0.0,1,0,2026-09-10T14:37:34.349496Z
ec82b9,DL354,25.0,1.0,344.0,10.896,12.7825,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349502Z
67b0fb,QR580,6.0,17.0,190.0,13.4375,4.3461,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349508Z
b01acc,AA502,20599.0,494.0,241.0,7.8279,8.4565,122.0,0.0,0.0,1,0,2026-09-10T14:37:34.349514Z
88eda8,LH513,33036.0,279.0,83.0,11.9048,11.6784,774.0,0.0,0.0,1,0,2026-09-10T14:37:34.349520Z
18bc71,SQ843,26.0,9.0,168.0,4.1841,6.0906,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349526Z
beaf60,EK495,39.0,18.0,98.0,8.5423,4.9376,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349533Z
e87af8,BA336,3.0,10.0,347.0,10.2895,6.8796,-9500.0,0.0,0.0,1,1,2026-09-10T14:37:34.349541Z
c54b37,DL348,10773.0,279.0,298.0,9.3317,14.2199,1915.0,0.0,0.0,1,0,2026-09-10T14:37:34.349547Z
c546e5,UA317,29132.0,513.0,347.0,7.3367,12.6109,-960.0,0.0,0.0,1,0,2026-09-10T14:37:34.349554Z
021280,AA739,50.0,650.0,148.0,4.7571,9.1395,0.0,0.0,0.0,0,1,2026-09-10T14:37:34.349560Z
8c2eee,AA622,10323.0,452.0,88.0,4.4445,5.3063,-1268.0,0.0,0.0,1,0,2026-09-10T14:37:34.349567Z
15f30c,SQ885,11900.0,258.0,57.0,7.6281,4.7789,-1202.0,0.0,0.0,1,0,2026-09-10T14:37:34.349573Z
cd9d5d,AF481,22291.0,447.0,89.0,12.616,13.0988,1868.0,0.0,0.0,1,0,2026-09-10T14:37:34.349579Z
243eb7,SQ918,15.0,9.0,184.0,5.4587,6.1688,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349585Z
21267b,UA409,25.0,25.0,15.0,11.3499,13.1861,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349591Z
8b089c,LH232,46.0,27.0,278.0,4.4554,8.7791,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349597Z
07048e,LH734,16496.0,505.0,138.0,11.2575,14.0668,1937.0,0.0,0.0,1,0,2026-09-10T14:37:34.349605Z
69f83b,SQ185,19.0,10.0,213.0,11.5448,4.806,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349611Z
c6b4c9,BA200,24424.0,255.0,198.0,5.1697,5.6318,1268.0,0.0,0.0,1,0,2026-09-10T14:37:34.349617Z
82cdbf,DL660,29389.0,335.0,187.0,9.3457,14.2404,-1232.0,0.0,0.0,1,0,2026-09-10T14:37:34.349623Z
52905b,EK364,10.0,9.0,272.0,5.9851,4.8441,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349629Z
1f6c57,QR796,23196.0,264.0,291.0,7.0121,8.9386,295.0,0.0,0.0,1,0,2026-09-10T14:37:34.349637Z
9cab24,SQ277,18.0,21.0,126.0,6.1951,12.1411,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349643Z
ff8719,EK922,30799.0,349.0,3.0,4.6269,4.2546,1553.0,0.0,0.0,1,0,2026-09-10T14:37:34.349649Z
0ff634,KL213,29196.0,479.0,230.0,5.5969,3.18,9000.0,0.0,0.0,1,1,2026-09-10T14:37:34.349655Z
493bee,AF424,10881.0,341.0,297.0,8.1378,8.7449,523.0,0.0,0.0,1,0,2026-09-10T14:37:34.349662Z
1bc7db,AF607,19.0,16.0,321.0,11.7942,6.838,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349672Z
c42b5e,EK511,21.0,9.0,41.0,8.5865,5.892,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349678Z
361730,AF219,3.0,6.0,114.0,10.861,5.7887,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349684Z
f7f76c,AA998,25.0,16.0,184.0,11.549,7.4968,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349691Z
a8086f,KL271,35988.0,274.0,2.0,6.5491,10.5052,404.0,0.0,0.0,1,0,2026-09-10T14:37:34.349697Z
584571,DL219,22.0,16.0,105.0,10.5824,7.4835,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349703Z
e2315b,QR364,34.0,12.0,317.0,10.4129,7.303,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349710Z
ccc88d,UA270,37050.0,270.0,340.0,5.7204,3.692,803.0,0.0,0.0,1,0,2026-09-10T14:37:34.349717Z
72d837,DL493,28.0,26.0,261.0,4.5355,4.7307,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349723Z
2403fe,KL640,36.0,9.0,321.0,4.0101,5.3433,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349729Z
b67ecb,AA685,28.0,3.0,349.0,5.8812,9.6431,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349736Z
82c270,SQ106,14.0,7.0,44.0,12.279,3.846,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349742Z
fe4d7d,AA472,26.0,7.0,148.0,7.2675,6.199,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349748Z
b5339d,LH435,8805.0,283.0,63.0,8.5199,7.5006,-1288.0,0.0,0.0,1,0,2026-09-10T14:37:34.349754Z
4492da,BA598,39.0,6.0,278.0,12.5077,3.1028,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349760Z
480d52,EK635,65000.0,4.0,72.0,8.5631,3.6488,0.0,0.0,0.0,0,1,2026-09-10T14:37:34.349768Z
68a6e3,KL882,36205.0,390.0,22.0,12.2074,13.7243,-1096.0,0.0,0.0,1,0,2026-09-10T14:37:34.349776Z
d1412e,QR825,4.0,5.0,271.0,5.8752,12.1916,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349782Z
97da7c,KL800,12529.0,353.0,73.0,6.9843,7.4856,1136.0,0.0,0.0,1,0,2026-09-10T14:37:34.349788Z
d38b8c,LH342,27030.0,338.0,235.0,12.7876,9.7997,-1722.0,0.0,0.0,1,0,2026-09-10T14:37:34.349794Z
ea264e,EK442,12.0,0.0,208.0,9.8471,4.1792,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349802Z
9af8db,UA152,10.0,8.0,166.0,7.3246,11.1439,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349808Z
665ff4,BA801,10.0,4.0,214.0,5.3123,9.1137,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349816Z
53901f,EK258,10774.0,487.0,348.0,11.1876,4.8303,11.0,0.0,0.0,0,0,2026-09-10T14:37:34.349822Z
3b07c0,AA688,22.0,27.0,313.0,4.8501,9.5548,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349828Z
23d893,AF609,30518.0,309.0,265.0,10.8773,11.2116,822.0,0.0,0.0,1,0,2026-09-10T14:37:34.349834Z
32c074,SQ341,-500.0,366.0,50.0,5.4504,7.0382,1076.0,0.0,0.0,1,1,2026-09-10T14:37:34.349841Z
5188c9,LH777,29928.0,435.0,286.0,6.9821,10.7703,579.0,0.0,0.0,1,0,2026-09-10T14:37:34.349848Z
4b8ae2,UA122,28483.0,425.0,345.0,9.7561,4.5629,1038.0,0.0,0.0,1,0,2026-09-10T14:37:34.349855Z
2936b9,EK238,23.0,6.0,145.0,11.0884,2.9957,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349860Z
6f6c29,AF384,39269.0,449.0,53.0,8.9759,11.9647,1655.0,0.0,0.0,1,0,2026-09-10T14:37:34.349869Z
8132e9,UA742,35276.0,412.0,324.0,7.066,5.1603,1078.0,0.0,0.0,1,0,2026-09-10T14:37:34.349876Z
1593b5,LH859,43.0,25.0,195.0,9.5781,11.0999,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349882Z
ad55ca,SQ138,5.0,9.0,19.0,10.3843,9.9007,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349888Z
c4bd0e,BA195,8975.0,400.0,244.0,11.0734,7.9866,-1983.0,0.0,0.0,1,0,2026-09-10T14:37:34.349897Z
f7e7eb,AA424,15376.0,436.0,132.0,11.8441,12.9841,1889.0,0.0,0.0,1,0,2026-09-10T14:37:34.349903Z
c1aedc,AF716,29961.0,407.0,163.0,12.6303,2.6051,-1464.0,0.0,0.0,1,0,2026-09-10T14:37:34.349909Z
b8fb3b,UA444,32.0,13.0,195.0,6.8756,8.3786,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349915Z
851696,BA465,30.0,11.0,85.0,4.8078,10.2947,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349921Z
a2eb79,EK474,21.0,25.0,7.0,7.2231,4.4301,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349927Z
cc584f,EK915,35.0,0.0,130.0,8.9846,8.3048,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349935Z
751486,DL628,32.0,14.0,120.0,11.0341,6.8988,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349941Z
c26f53,LH103,50.0,27.0,217.0,8.8072,11.3302,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349947Z
a86db6,UA491,18370.0,440.0,83.0,10.9354,12.3027,1505.0,0.0,0.0,1,0,2026-09-10T14:37:34.349953Z
d7b7c2,UA537,9.0,6.0,343.0,7.2461,10.0007,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349959Z
a20d3d,BA489,0.0,29.0,285.0,10.498,12.8418,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349965Z
9c1be7,DL965,46.0,22.0,336.0,9.5778,7.6592,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349971Z
226b99,LH327,0.0,4.0,188.0,5.4273,6.335,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349977Z
81031d,EK145,38.0,6.0,279.0,10.134,7.6186,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.349994Z
aad9e5,UA911,5306.0,288.0,254.0,5.3615,10.0043,307.0,0.0,0.0,1,0,2026-09-10T14:37:34.350008Z
9fdc68,QR283,21517.0,261.0,156.0,5.1967,5.5096,-1928.0,0.0,0.0,1,0,2026-09-10T14:37:34.350016Z
622e41,AF533,12866.0,465.0,88.0,11.1778,4.6815,163.0,0.0,0.0,1,0,2026-09-10T14:37:34.350024Z
bea71d,SQ849,50.0,26.0,193.0,10.6118,13.6189,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.350030Z
d69bc4,KL969,24371.0,372.0,44.0,5.3374,8.836,633.0,0.0,0.0,1,0,2026-09-10T14:37:34.350037Z
5051e3,QR480,23899.0,328.0,192.0,12.1377,2.9321,-1136.0,0.0,0.0,1,0,2026-09-10T14:37:34.350043Z
bfc61b,LH785,22.0,14.0,105.0,8.4804,4.4022,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.350049Z
00a3be,UA734,21.0,2.0,263.0,10.3933,3.1121,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.350055Z
4b8ffe,DL782,37.0,18.0,31.0,13.4517,14.4939,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.350061Z
8a9106,BA883,13.0,29.0,181.0,11.8626,3.0133,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.350067Z
61d45c,QR604,8.0,0.0,332.0,8.4994,5.6529,0.0,0.0,0.0,0,0,2026-09-10T14:37:34.350073Z
f7d1ef,UA553,24322.0,286.0,351.0,12.7211,14.174,909.0,0.0,0.0,1,0,2026-09-10T14:37:34.350081Z
34e3f1,KL629,19398.0,364.0,281.0,7.9529,10.1816,755.0,0.0,0.0,1,0,2026-09-10T14:37:34.350087Z
bce14b,UA678,14017.0,2.0,324.0,4.6989,10.2319,0.0,0.0,0.0,0,1,2026-09-10T14:37:34.350094Z
aed07a,LH302,17918.0,474.0,202.0,10.7295,10.0349,377.0,0.0,0.0,1,0,2026-09-10T14:37:34.350101Z
a3fed7,UA842,29937.0,291.0,210.0,8.6735,3.7006,1720.0,0.0,0.0,1,0,2026-09-10T14:37:34.350109Z
b17f77,LH399,39063.0,282.0,301.0,6.341,3.32,-248.0,0.0,0.0,1,0,2026-09-10T14:37:34.350115Z
